target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,summary,datasource_id,initiative_id
SBTi:NFONVGN05Z0FMN5PEC35:2030,NFONVGN05Z0FMN5PEC35,Absolute emission reduction,2017,2030,16,percent,SAINT-GOBAIN reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:NFONVGN05Z0FMN5PEC35:2050,NFONVGN05Z0FMN5PEC35,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:NKNQHM6BLECKVOQP7O46:2030,NKNQHM6BLECKVOQP7O46,Absolute emission reduction,2017,2030,35,percent,Republic Services reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:NYLWZIOY8PUNIT4JOE22:2030,NYLWZIOY8PUNIT4JOE22,Absolute emission reduction,2019,2030,50,percent,"Crown Holdings, Inc reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:NYLWZIOY8PUNIT4JOE22:2030,NYLWZIOY8PUNIT4JOE22,Absolute emission reduction,2019,2030,16,percent,"Crown Holdings, Inc reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:OQSJ1DU9TAOC51A47K68:2030,OQSJ1DU9TAOC51A47K68,Absolute emission reduction,2019,2030,50,percent,Starbucks Coffee Company reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ORQTRC074CWLT3DKHT41:2030,ORQTRC074CWLT3DKHT41,Absolute emission reduction,2018,2030,30,percent,"Ventas, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:PY6ZZQWO2IZFZC3IOL08:2025,PY6ZZQWO2IZFZC3IOL08,Absolute emission reduction,2015,2025,20,percent,AstraZeneca reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:PY6ZZQWO2IZFZC3IOL08:2025,PY6ZZQWO2IZFZC3IOL08,Absolute emission reduction,2015,2025,95,percent,AstraZeneca reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:PY6ZZQWO2IZFZC3IOL08:2045,PY6ZZQWO2IZFZC3IOL08,Net zero,,2045,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:Q0M0CZB4YN6JZ65WXI09:2030,Q0M0CZB4YN6JZ65WXI09,Absolute emission reduction,2019,2030,46,percent,Sealed Air Corp. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:Q0M0CZB4YN6JZ65WXI09:2030,Q0M0CZB4YN6JZ65WXI09,Absolute emission reduction,2019,2030,15,percent,Sealed Air Corp. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:QNWEWQBS7HP85QHXQL92:2030,QNWEWQBS7HP85QHXQL92,Absolute emission reduction,2015,2030,63,percent,Woolworths Group Limited reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:QXZYQNMR4JZ5RIRN4T31:2025,QXZYQNMR4JZ5RIRN4T31,Absolute emission reduction,2017,2025,10,percent,"Cargill, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:RCGZFPDMRW58VJ54VR07:2030,RCGZFPDMRW58VJ54VR07,Absolute emission reduction,2018,2030,50,percent,"Salesforce.com, Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:RV5B68J2GV3QGMRPW209:2030,RV5B68J2GV3QGMRPW209,Absolute emission reduction,2020,2030,51,percent,The British Land Company PLC reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:RY5TAKFOBLDUGX31MS24:2040,RY5TAKFOBLDUGX31MS24,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:SQ95QG8SR5Q56LSNF682:2050,SQ95QG8SR5Q56LSNF682,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:T2ZG1WRWZ4BUCMQL9224:2030,T2ZG1WRWZ4BUCMQL9224,Absolute emission reduction,2017,2030,90,percent,Gap Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:T2ZG1WRWZ4BUCMQL9224:2030,T2ZG1WRWZ4BUCMQL9224,Renewable electricity,2017,2030,100,percent,Gap Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:T2ZG1WRWZ4BUCMQL9224:2030,T2ZG1WRWZ4BUCMQL9224,Absolute emission reduction,2017,2030,30,percent,Gap Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:UE2136O97NLB5BYP9H04:2030,UE2136O97NLB5BYP9H04,Absolute emission reduction,2015,2030,36,percent,McDonald's Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:UWJKFUJFZ02DKWI3RY53:2030,UWJKFUJFZ02DKWI3RY53,Absolute emission reduction,2015,2030,25,percent,The Coca-Cola Company reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:VI90HBPH7XSFMB9E4M29:2025,VI90HBPH7XSFMB9E4M29,Absolute emission reduction,2012,2025,50,percent,Intuit reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:VI90HBPH7XSFMB9E4M29:2030,VI90HBPH7XSFMB9E4M29,Renewable electricity,2015,2030,100,percent,Intuit reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:VNPEQDQFAA7IY1T2PX43:2030,VNPEQDQFAA7IY1T2PX43,Absolute emission reduction,2019,2030,27,percent,AptarGroup Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:VNPEQDQFAA7IY1T2PX43:2030,VNPEQDQFAA7IY1T2PX43,Renewable electricity,2019,2030,100,percent,AptarGroup Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:VNPEQDQFAA7IY1T2PX43:2030,VNPEQDQFAA7IY1T2PX43,Absolute emission reduction,2019,2030,14,percent,AptarGroup Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:W8J5WZB5IY3K0NDQT671:2032,W8J5WZB5IY3K0NDQT671,Absolute emission reduction,2019,2032,55,percent,Biogen Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:W9NG6WMZIYEU8VEDOG48:2032,W9NG6WMZIYEU8VEDOG48,Absolute emission reduction,2018,2032,50,percent,Ørsted reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:W9NG6WMZIYEU8VEDOG48:2040,W9NG6WMZIYEU8VEDOG48,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:WD6L6041MNRW1JE49D58:2030,WD6L6041MNRW1JE49D58,Absolute emission reduction,2016,2030,30,percent,"Tyson Foods, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:WHKXQACZ14C5XRO8LW03:2025,WHKXQACZ14C5XRO8LW03,Absolute emission reduction,2015,2025,60,percent,HP Inc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:WOCMU6HCI0OJWNPRZS33:2030,WOCMU6HCI0OJWNPRZS33,Absolute emission reduction,2017,2030,16,percent,Enel SpA reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:XSGZFLO9YTNO9VCQV219:2030,XSGZFLO9YTNO9VCQV219,Absolute emission reduction,2017,2030,55,percent,"Altria Group, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:XSGZFLO9YTNO9VCQV219:2030,XSGZFLO9YTNO9VCQV219,Absolute emission reduction,2017,2030,18,percent,"Altria Group, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:Y6X4K52KMJMZE7I7MY94:2025,Y6X4K52KMJMZE7I7MY94,Absolute emission reduction,2019,2025,25,percent,S&P Global reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:Y6ZDD9FP4P8JSSJMW954:2050,Y6ZDD9FP4P8JSSJMW954,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:Y87794H0US1R65VBXU25:2025,Y87794H0US1R65VBXU25,Absolute emission reduction,2015,2025,35,percent,Walmart Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:YMEGZFW4SBUSS5BQXF88:2025,YMEGZFW4SBUSS5BQXF88,Absolute emission reduction,2018,2025,30,percent,Colgate Palmolive Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:YMEGZFW4SBUSS5BQXF88:2025,YMEGZFW4SBUSS5BQXF88,Absolute emission reduction,2016,2025,20,percent,Colgate Palmolive Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:YMEGZFW4SBUSS5BQXF88:2030,YMEGZFW4SBUSS5BQXF88,Absolute emission reduction,2018,2030,50,percent,Colgate Palmolive Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:YMEGZFW4SBUSS5BQXF88:2040,YMEGZFW4SBUSS5BQXF88,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZLECI7ED2QMWFGYCXZ59:2025,ZLECI7ED2QMWFGYCXZ59,Renewable electricity,2019,2025,100,percent,ITV reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZLECI7ED2QMWFGYCXZ59:2030,ZLECI7ED2QMWFGYCXZ59,Absolute emission reduction,2019,2030,46,percent,ITV reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZLECI7ED2QMWFGYCXZ59:2030,ZLECI7ED2QMWFGYCXZ59,Absolute emission reduction,2019,2030,28,percent,ITV reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZSN2LWNPYW6ISMRUC664:2032,ZSN2LWNPYW6ISMRUC664,Absolute emission reduction,2017,2032,50,percent,Origin Energy reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZSN2LWNPYW6ISMRUC664:2032,ZSN2LWNPYW6ISMRUC664,Absolute emission reduction,2017,2032,25,percent,Origin Energy reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZUNI8PYC725B6H8JU438:2030,ZUNI8PYC725B6H8JU438,Absolute emission reduction,2018,2030,50,percent,Cummins reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:ZUNI8PYC725B6H8JU438:2030,ZUNI8PYC725B6H8JU438,Absolute emission reduction,2018,2030,25,percent,Cummins reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
