actor_id,target_year,percent_achieved,target_type,baseline_year,target_id,target_value,target_unit,datasource_id
JP KIY,2030,4,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KIY:2013:2030,30,percent,CDPCitiesTargets:2021
JP KIY,2050,4,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KIY:2013:2050,100,percent,CDPCitiesTargets:2021
JP KKJ,2020,2,Absolute emission reduction,2005,CDPCitiesTargets:2021:JP KKJ:2005:2020,8,percent,CDPCitiesTargets:2021
JP KKJ,2030,2,Absolute emission reduction,2005,CDPCitiesTargets:2021:JP KKJ:2005:2030,30,percent,CDPCitiesTargets:2021
JP KKJ,2050,2,Absolute emission reduction,2005,CDPCitiesTargets:2021:JP KKJ:2005:2050,50,percent,CDPCitiesTargets:2021
JP KNZ,2030,29,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KNZ:2013:2030,30,percent,CDPCitiesTargets:2021
JP KNZ,2050,10,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KNZ:2013:2050,100,percent,CDPCitiesTargets:2021
JP KUA,2030,52,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KUA:2013:2030,12,percent,CDPCitiesTargets:2021
JP KUA,2050,7,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KUA:2013:2050,80,percent,CDPCitiesTargets:2021
JP KWE,2030,15,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP KWE:2013:2030,26,percent,CDPCitiesTargets:2021
JP MUH,2030,33,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP MUH:2013:2030,26,percent,CDPCitiesTargets:2021
JP MYJ,2030,49,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP MYJ:2013:2030,27,percent,CDPCitiesTargets:2021
JP MYO,2025,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP MYO:2013:2025,18,percent,CDPCitiesTargets:2021
JP MYO,2030,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP MYO:2013:2030,26,percent,CDPCitiesTargets:2021
JP NQU,2024,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP NQU:2013:2024,15,percent,CDPCitiesTargets:2021
JP NQU,2028,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP NQU:2013:2028,23,percent,CDPCitiesTargets:2021
JP ODW,2020,63,Absolute emission reduction,1990,CDPCitiesTargets:2021:JP ODW:1990:2020,25,percent,CDPCitiesTargets:2021
JP OKI,2020,0,Absolute emission reduction,2010,CDPCitiesTargets:2021:JP OKI:2010:2020,20,percent,CDPCitiesTargets:2021
JP OKI,2030,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP OKI:2013:2030,41,percent,CDPCitiesTargets:2021
JP OQM,2050,0,Absolute emission reduction,2006,CDPCitiesTargets:2021:JP OQM:2006:2050,70,percent,CDPCitiesTargets:2021
JP S67,2018,100,Absolute emission reduction,2006,CDPCitiesTargets:2021:JP S67:2006:2018,32,percent,CDPCitiesTargets:2021
JP S67,2018,100,Absolute emission reduction,2006,CDPCitiesTargets:2021:JP S67:2006:2018,32,percent,CDPCitiesTargets:2021
JP SHO,2022,100,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP SHO:2013:2022,91,percent,CDPCitiesTargets:2021
JP SHO,2030,98,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP SHO:2013:2030,93,percent,CDPCitiesTargets:2021
JP SHO,2050,93,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP SHO:2013:2050,98,percent,CDPCitiesTargets:2021
JP STM,2030,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP STM:2013:2030,35,percent,CDPCitiesTargets:2021
JP SUI,2028,38,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP SUI:2013:2028,50,percent,CDPCitiesTargets:2021
JP TOY,2030,37,Absolute emission reduction,2005,CDPCitiesTargets:2021:JP TOY:2005:2030,30,percent,CDPCitiesTargets:2021
JP TOY,2050,13,Absolute emission reduction,2005,CDPCitiesTargets:2021:JP TOY:2005:2050,100,percent,CDPCitiesTargets:2021
JP TSB,2030,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP TSB:2013:2030,26,percent,CDPCitiesTargets:2021
JP TSB,2050,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP TSB:2013:2050,80,percent,CDPCitiesTargets:2021
JP TYO,2030,0,Absolute emission reduction,2000,CDPCitiesTargets:2021:JP TYO:2000:2030,50,percent,CDPCitiesTargets:2021
JP TZK,2020,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:JP TZK:1990:2020,4,percent,CDPCitiesTargets:2021
JP TZK,2050,14,Absolute emission reduction,1990,CDPCitiesTargets:2021:JP TZK:1990:2050,50,percent,CDPCitiesTargets:2021
JP UKY,2030,74,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP UKY:2013:2030,40,percent,CDPCitiesTargets:2021
JP YIH,2027,63,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP YIH:2013:2027,19,percent,CDPCitiesTargets:2021
JP YOK,2030,44,Absolute emission reduction,2013,CDPCitiesTargets:2021:JP YOK:2013:2030,30,percent,CDPCitiesTargets:2021
JP YOS,2021,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:JP YOS:1990:2021,20,percent,CDPCitiesTargets:2021
KR CHC,2040,100,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR CHC:2017:2040,100,percent,CDPCitiesTargets:2021
KR CHC,2040,0,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR CHC:2017:2040,100,percent,CDPCitiesTargets:2021
KR CHC,2040,0,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR CHC:2017:2040,100,percent,CDPCitiesTargets:2021
KR CHC,2040,0,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR CHC:2017:2040,100,percent,CDPCitiesTargets:2021
KR SEL,2050,5,Absolute emission reduction,2005,CDPCitiesTargets:2021:KR SEL:2005:2050,100,percent,CDPCitiesTargets:2021
KR SUO,2030,9,Absolute emission reduction,2005,CDPCitiesTargets:2021:KR SUO:2005:2030,25,percent,CDPCitiesTargets:2021
KR SUO,2030,41,Carbon intensity reduction,2005,CDPCitiesTargets:2021:KR SUO:2005:2030,40,percent,CDPCitiesTargets:2021
KR TAE,2030,63,Relative emission reduction,2030,CDPCitiesTargets:2021:KR TAE:2030:2030,25,percent,CDPCitiesTargets:2021
KR TAE,2030,100,Relative emission reduction,2030,CDPCitiesTargets:2021:KR TAE:2030:2030,5,percent,CDPCitiesTargets:2021
KR TAE,2030,29,Relative emission reduction,2030,CDPCitiesTargets:2021:KR TAE:2030:2030,17,percent,CDPCitiesTargets:2021
KR TAE,2030,13,Relative emission reduction,2030,CDPCitiesTargets:2021:KR TAE:2030:2030,18,percent,CDPCitiesTargets:2021
KR TAE,2030,100,Relative emission reduction,2030,CDPCitiesTargets:2021:KR TAE:2030:2030,100,percent,CDPCitiesTargets:2021
KR TJI,2050,100,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR TJI:2017:2050,100,percent,CDPCitiesTargets:2021
KR USN,2030,21,Relative emission reduction,2030,CDPCitiesTargets:2021:KR USN:2030:2030,30,percent,CDPCitiesTargets:2021
KR YOS,2030,0,Absolute emission reduction,2017,CDPCitiesTargets:2021:KR YOS:2017:2030,31,percent,CDPCitiesTargets:2021
LV RIX,2020,64,Absolute emission reduction,1990,CDPCitiesTargets:2021:LV RIX:1990:2020,60,percent,CDPCitiesTargets:2021
MC MON,2020,51,Absolute emission reduction,1990,CDPCitiesTargets:2021:MC MON:1990:2020,30,percent,CDPCitiesTargets:2021
MC MON,2030,28,Absolute emission reduction,1990,CDPCitiesTargets:2021:MC MON:1990:2030,55,percent,CDPCitiesTargets:2021
ME TGD,2020,28,Absolute emission reduction,2008,CDPCitiesTargets:2021:ME TGD:2008:2020,20,percent,CDPCitiesTargets:2021
ME TGD,2020,0,Absolute emission reduction,2008,CDPCitiesTargets:2021:ME TGD:2008:2020,20,percent,CDPCitiesTargets:2021
ME TGD,2020,0,Absolute emission reduction,2008,CDPCitiesTargets:2021:ME TGD:2008:2020,20,percent,CDPCitiesTargets:2021
MX CLY,2028,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:MX CLY:2013:2028,5,percent,CDPCitiesTargets:2021
MX CUL,2030,0,Absolute emission reduction,2017,CDPCitiesTargets:2021:MX CUL:2017:2030,12,percent,CDPCitiesTargets:2021
MX HMO,2050,1,Relative emission reduction,2050,CDPCitiesTargets:2021:MX HMO:2050:2050,19,percent,CDPCitiesTargets:2021
MX TLC,2016,0,Absolute emission reduction,2010,CDPCitiesTargets:2021:MX TLC:2010:2016,1,percent,CDPCitiesTargets:2021
MX ZAP,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:MX ZAP:2030:2030,9,percent,CDPCitiesTargets:2021
MX ZAP,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:MX ZAP:2030:2030,28,percent,CDPCitiesTargets:2021
MX ZAP,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:MX ZAP:2030:2030,18,percent,CDPCitiesTargets:2021
MY KUL,2050,36,Absolute emission reduction,2010,CDPCitiesTargets:2021:MY KUL:2010:2050,100,percent,CDPCitiesTargets:2021
MY MEA,2030,0,Carbon intensity reduction,2015,CDPCitiesTargets:2021:MY MEA:2015:2030,45,percent,CDPCitiesTargets:2021
MY MUA,2030,0,Carbon intensity reduction,2017,CDPCitiesTargets:2021:MY MUA:2017:2030,63,percent,CDPCitiesTargets:2021
MZ MNC,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:MZ MNC:2030:2030,50,percent,CDPCitiesTargets:2021
NG LOS,2050,15,Relative emission reduction,2050,CDPCitiesTargets:2021:NG LOS:2050:2050,100,percent,CDPCitiesTargets:2021
NL AMS,2025,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL AMS:1990:2025,5,percent,CDPCitiesTargets:2021
NL AMS,2030,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL AMS:1990:2030,55,percent,CDPCitiesTargets:2021
NL AMS,2050,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL AMS:1990:2050,95,percent,CDPCitiesTargets:2021
NL HAG,2020,91,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL HAG:1990:2020,30,percent,CDPCitiesTargets:2021
NL HAG,2030,55,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL HAG:1990:2030,50,percent,CDPCitiesTargets:2021
NL RTM,2030,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:NL RTM:1990:2030,49,percent,CDPCitiesTargets:2021
NO ARE,2040,49,Carbon intensity reduction,2009,CDPCitiesTargets:2021:NO ARE:2009:2040,76,percent,CDPCitiesTargets:2021
NO OSL,2030,16,Absolute emission reduction,2009,CDPCitiesTargets:2021:NO OSL:2009:2030,95,percent,CDPCitiesTargets:2021
NO SAS,2030,1,Absolute emission reduction,2009,CDPCitiesTargets:2021:NO SAS:2009:2030,40,percent,CDPCitiesTargets:2021
NO TRD,2023,67,Absolute emission reduction,2009,CDPCitiesTargets:2021:NO TRD:2009:2023,30,percent,CDPCitiesTargets:2021
NO TRD,2030,25,Absolute emission reduction,2009,CDPCitiesTargets:2021:NO TRD:2009:2030,80,percent,CDPCitiesTargets:2021
NZ AKL,2030,0,Absolute emission reduction,2016,CDPCitiesTargets:2021:NZ AKL:2016:2030,50,percent,CDPCitiesTargets:2021
NZ AKL,2050,0,Absolute emission reduction,2016,CDPCitiesTargets:2021:NZ AKL:2016:2050,100,percent,CDPCitiesTargets:2021
NZ ROT,2050,0,Absolute emission reduction,2015,CDPCitiesTargets:2021:NZ ROT:2015:2050,47,percent,CDPCitiesTargets:2021
NZ ROT,2050,0,Absolute emission reduction,2015,CDPCitiesTargets:2021:NZ ROT:2015:2050,100,percent,CDPCitiesTargets:2021
NZ WLG,2030,17,Absolute emission reduction,2001,CDPCitiesTargets:2021:NZ WLG:2001:2030,43,percent,CDPCitiesTargets:2021
NZ WLG,2040,10,Absolute emission reduction,2001,CDPCitiesTargets:2021:NZ WLG:2001:2040,68,percent,CDPCitiesTargets:2021
NZ WLG,2050,7,Absolute emission reduction,2001,CDPCitiesTargets:2021:NZ WLG:2001:2050,100,percent,CDPCitiesTargets:2021
PE LIM,2030,0,Absolute emission reduction,2015,CDPCitiesTargets:2021:PE LIM:2015:2030,30,percent,CDPCitiesTargets:2021
PE SDR,2025,14,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2025,86,percent,CDPCitiesTargets:2021
PE SDR,2025,3,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2025,97,percent,CDPCitiesTargets:2021
PE SDR,2050,1,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,99,percent,CDPCitiesTargets:2021
PE SDR,2050,2,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,98,percent,CDPCitiesTargets:2021
PE SDR,2050,1,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,99,percent,CDPCitiesTargets:2021
PE SDR,2050,5,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,95,percent,CDPCitiesTargets:2021
PE SDR,2050,1,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,99,percent,CDPCitiesTargets:2021
PE SDR,2050,1,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,99,percent,CDPCitiesTargets:2021
PE SDR,2050,2,Absolute emission reduction,2017,CDPCitiesTargets:2021:PE SDR:2017:2050,98,percent,CDPCitiesTargets:2021
PH MTI,2028,0,Absolute emission reduction,2018,CDPCitiesTargets:2021:PH MTI:2018:2028,7,percent,CDPCitiesTargets:2021
PH QZT,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:PH QZT:2030:2030,30,percent,CDPCitiesTargets:2021
PL GDY,2020,0,Absolute emission reduction,1999,CDPCitiesTargets:2021:PL GDY:1999:2020,20,percent,CDPCitiesTargets:2021
PL WRO,2020,4,Absolute emission reduction,1990,CDPCitiesTargets:2021:PL WRO:1990:2020,20,percent,CDPCitiesTargets:2021
PL WRO,2020,4,Absolute emission reduction,1990,CDPCitiesTargets:2021:PL WRO:1990:2020,20,percent,CDPCitiesTargets:2021
PL WRO,2020,4,Absolute emission reduction,1990,CDPCitiesTargets:2021:PL WRO:1990:2020,20,percent,CDPCitiesTargets:2021
PT AGU,2020,100,Absolute emission reduction,2002,CDPCitiesTargets:2021:PT AGU:2002:2020,33,percent,CDPCitiesTargets:2021
PT BGZ,2050,24,Absolute emission reduction,2014,CDPCitiesTargets:2021:PT BGZ:2014:2050,100,percent,CDPCitiesTargets:2021
PT EVR,2020,0,Absolute emission reduction,2009,CDPCitiesTargets:2021:PT EVR:2009:2020,20,percent,CDPCitiesTargets:2021
PT EVR,2022,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:PT EVR:2020:2022,26,percent,CDPCitiesTargets:2021
PT GUI,2020,84,Absolute emission reduction,2008,CDPCitiesTargets:2021:PT GUI:2008:2020,20,percent,CDPCitiesTargets:2021
PT LIS,2030,44,Absolute emission reduction,2002,CDPCitiesTargets:2021:PT LIS:2002:2030,70,percent,CDPCitiesTargets:2021
PT LIS,2030,44,Absolute emission reduction,2002,CDPCitiesTargets:2021:PT LIS:2002:2030,70,percent,CDPCitiesTargets:2021
PT OPO,2020,36,Absolute emission reduction,2004,CDPCitiesTargets:2021:PT OPO:2004:2020,45,percent,CDPCitiesTargets:2021
PT OPO,2030,36,Absolute emission reduction,2004,CDPCitiesTargets:2021:PT OPO:2004:2030,60,percent,CDPCitiesTargets:2021
PT OPO,2050,36,Absolute emission reduction,2004,CDPCitiesTargets:2021:PT OPO:2004:2050,100,percent,CDPCitiesTargets:2021
PT STA,2030,30,Absolute emission reduction,2008,CDPCitiesTargets:2021:PT STA:2008:2030,41,percent,CDPCitiesTargets:2021
PT TVE,2020,29,Absolute emission reduction,2009,CDPCitiesTargets:2021:PT TVE:2009:2020,29,percent,CDPCitiesTargets:2021
PT TVE,2050,29,Absolute emission reduction,2009,CDPCitiesTargets:2021:PT TVE:2009:2050,100,percent,CDPCitiesTargets:2021
PT VSE,2030,0,Absolute emission reduction,2000,CDPCitiesTargets:2021:PT VSE:2000:2030,56,percent,CDPCitiesTargets:2021
SE FKG,2030,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE FKG:1990:2030,100,percent,CDPCitiesTargets:2021
SE GOT,2030,6,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE GOT:2010:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,6,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE GOT:2010:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2017,CDPCitiesTargets:2021:SE GOT:2017:2030,63,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2017,CDPCitiesTargets:2021:SE GOT:2017:2030,63,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2018,CDPCitiesTargets:2021:SE GOT:2018:2030,74,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2018,CDPCitiesTargets:2021:SE GOT:2018:2030,74,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2019,CDPCitiesTargets:2021:SE GOT:2019:2030,32,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Carbon intensity reduction,2019,CDPCitiesTargets:2021:SE GOT:2019:2030,32,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,25,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,25,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE GOT,2030,0,Absolute emission reduction,2020,CDPCitiesTargets:2021:SE GOT:2020:2030,90,percent,CDPCitiesTargets:2021
SE HEL,2024,0,Absolute emission reduction,2018,CDPCitiesTargets:2021:SE HEL:2018:2024,50,percent,CDPCitiesTargets:2021
SE HEL,2030,32,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE HEL:2010:2030,80,percent,CDPCitiesTargets:2021
SE HEL,2035,52,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE HEL:1990:2035,100,percent,CDPCitiesTargets:2021
SE KID,2020,90,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE KID:1990:2020,40,percent,CDPCitiesTargets:2021
SE KID,2030,60,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE KID:1990:2030,60,percent,CDPCitiesTargets:2021
SE KID,2030,20,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE KID:2010:2030,70,percent,CDPCitiesTargets:2021
SE KID,2040,48,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE KID:1990:2040,75,percent,CDPCitiesTargets:2021
SE KID,2045,42,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE KID:1990:2045,85,percent,CDPCitiesTargets:2021
SE LPI,2025,13,Absolute emission reduction,2009,CDPCitiesTargets:2021:SE LPI:2009:2025,100,percent,CDPCitiesTargets:2021
SE LUD,2020,100,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE LUD:1990:2020,50,percent,CDPCitiesTargets:2021
SE LUD,2025,60,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE LUD:2010:2025,65,percent,CDPCitiesTargets:2021
SE LUD,2030,22,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE LUD:2010:2030,90,percent,CDPCitiesTargets:2021
SE LUD,2030,49,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE LUD:2010:2030,80,percent,CDPCitiesTargets:2021
SE LUD,2045,39,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE LUD:2010:2045,100,percent,CDPCitiesTargets:2021
SE MMA,2030,34,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE MMA:1990:2030,70,percent,CDPCitiesTargets:2021
SE MRA,2030,51,Carbon intensity reduction,1990,CDPCitiesTargets:2021:SE MRA:1990:2030,75,percent,CDPCitiesTargets:2021
SE SKV,2020,83,Carbon intensity reduction,1990,CDPCitiesTargets:2021:SE SKV:1990:2020,40,percent,CDPCitiesTargets:2021
SE UME,2018,0,Relative emission reduction,2018,CDPCitiesTargets:2021:SE UME:2018:2018,100,percent,CDPCitiesTargets:2021
SE UME,2025,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE UME:1990:2025,50,percent,CDPCitiesTargets:2021
SE UME,2030,0,Absolute emission reduction,2010,CDPCitiesTargets:2021:SE UME:2010:2030,100,percent,CDPCitiesTargets:2021
SE UME,2040,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE UME:1990:2040,100,percent,CDPCitiesTargets:2021
SE UME,2045,0,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE UME:1990:2045,100,percent,CDPCitiesTargets:2021
SE UME,2050,0,Absolute emission reduction,2018,CDPCitiesTargets:2021:SE UME:2018:2050,91,percent,CDPCitiesTargets:2021
SE VTA,2020,99,Carbon intensity reduction,2005,CDPCitiesTargets:2021:SE VTA:2005:2020,20,percent,CDPCitiesTargets:2021
SE VTA,2030,99,Carbon intensity reduction,2005,CDPCitiesTargets:2021:SE VTA:2005:2030,40,percent,CDPCitiesTargets:2021
SE VTA,2050,47,Absolute emission reduction,1990,CDPCitiesTargets:2021:SE VTA:1990:2050,100,percent,CDPCitiesTargets:2021
SE VXO,2030,43,Absolute emission reduction,1993,CDPCitiesTargets:2021:SE VXO:1993:2030,100,percent,CDPCitiesTargets:2021
SE VXO,2030,56,Carbon intensity reduction,1993,CDPCitiesTargets:2021:SE VXO:1993:2030,100,percent,CDPCitiesTargets:2021
SG SIN,2050,0,Absolute emission reduction,2030,CDPCitiesTargets:2021:SG SIN:2030:2050,50,percent,CDPCitiesTargets:2021
SI LJU,2030,24,Absolute emission reduction,2008,CDPCitiesTargets:2021:SI LJU:2008:2030,30,percent,CDPCitiesTargets:2021
SI LJU,2035,98,Absolute emission reduction,2014,CDPCitiesTargets:2021:SI LJU:2014:2035,30,percent,CDPCitiesTargets:2021
SI LJU,2040,65,Absolute emission reduction,2008,CDPCitiesTargets:2021:SI LJU:2008:2040,40,percent,CDPCitiesTargets:2021
SN DKR,2050,0,Relative emission reduction,2050,CDPCitiesTargets:2021:SN DKR:2050:2050,54,percent,CDPCitiesTargets:2021
TH BKK,2020,80,Absolute emission reduction,2013,CDPCitiesTargets:2021:TH BKK:2013:2020,4,percent,CDPCitiesTargets:2021
TH BKK,2020,100,Absolute emission reduction,2013,CDPCitiesTargets:2021:TH BKK:2013:2020,17,percent,CDPCitiesTargets:2021
TH BKK,2020,17,Absolute emission reduction,2013,CDPCitiesTargets:2021:TH BKK:2013:2020,13,percent,CDPCitiesTargets:2021
TH YNT,2030,10,Relative emission reduction,2030,CDPCitiesTargets:2021:TH YNT:2030:2030,35,percent,CDPCitiesTargets:2021
TR AYT,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:TR AYT:2030:2030,40,percent,CDPCitiesTargets:2021
TR DNZ,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:TR DNZ:2030:2030,21,percent,CDPCitiesTargets:2021
TR GZT,2030,0,Absolute emission reduction,2015,CDPCitiesTargets:2021:TR GZT:2015:2030,40,percent,CDPCitiesTargets:2021
TR IST,2050,0,Absolute emission reduction,2019,CDPCitiesTargets:2021:TR IST:2019:2050,100,percent,CDPCitiesTargets:2021
TR IZM,2030,0,Absolute emission reduction,2018,CDPCitiesTargets:2021:TR IZM:2018:2030,40,percent,CDPCitiesTargets:2021
TR KAD,2030,14,Absolute emission reduction,2016,CDPCitiesTargets:2021:TR KAD:2016:2030,40,percent,CDPCitiesTargets:2021
TR NIL,2020,20,Carbon intensity reduction,2013,CDPCitiesTargets:2021:TR NIL:2013:2020,20,percent,CDPCitiesTargets:2021
TW CYI,2025,31,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW CYI:2005:2025,10,percent,CDPCitiesTargets:2021
TW KHH,2030,12,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW KHH:2005:2030,20,percent,CDPCitiesTargets:2021
TW KHH,2050,12,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW KHH:2005:2050,100,percent,CDPCitiesTargets:2021
TW KNH,2025,0,Carbon intensity reduction,2005,CDPCitiesTargets:2021:TW KNH:2005:2025,10,percent,CDPCitiesTargets:2021
TW NTC,2030,19,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW NTC:2005:2030,30,percent,CDPCitiesTargets:2021
TW PIF,2030,0,Absolute emission reduction,2013,CDPCitiesTargets:2021:TW PIF:2013:2030,20,percent,CDPCitiesTargets:2021
TW TNN,2020,80,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TNN:2005:2020,2,percent,CDPCitiesTargets:2021
TW TNN,2030,28,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TNN:2005:2030,20,percent,CDPCitiesTargets:2021
TW TNN,2050,11,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TNN:2005:2050,50,percent,CDPCitiesTargets:2021
TW TPE,2030,38,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TPE:2005:2030,30,percent,CDPCitiesTargets:2021
TW TPE,2050,11,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TPE:2005:2050,100,percent,CDPCitiesTargets:2021
TW TXG,2050,0,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TXG:2005:2050,50,percent,CDPCitiesTargets:2021
TW TYN,2050,0,Absolute emission reduction,2005,CDPCitiesTargets:2021:TW TYN:2005:2050,100,percent,CDPCitiesTargets:2021
TZ DAR,2014,0,Carbon intensity reduction,1994,CDPCitiesTargets:2021:TZ DAR:1994:2014,10,percent,CDPCitiesTargets:2021
TZ DAR,2015,0,Absolute emission reduction,2000,CDPCitiesTargets:2021:TZ DAR:2000:2015,10,percent,CDPCitiesTargets:2021
TZ DAR,2015,100,Absolute emission reduction,2000,CDPCitiesTargets:2021:TZ DAR:2000:2015,15,percent,CDPCitiesTargets:2021
TZ DAR,2015,50,Absolute emission reduction,2000,CDPCitiesTargets:2021:TZ DAR:2000:2015,10,percent,CDPCitiesTargets:2021
TZ DAR,2015,67,Absolute emission reduction,2000,CDPCitiesTargets:2021:TZ DAR:2000:2015,20,percent,CDPCitiesTargets:2021
UG KLA,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:UG KLA:2030:2030,22,percent,CDPCitiesTargets:2021
UG KLA,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:UG KLA:2030:2030,22,percent,CDPCitiesTargets:2021
UG KLA,2030,0,Relative emission reduction,2030,CDPCitiesTargets:2021:UG KLA:2030:2030,22,percent,CDPCitiesTargets:2021
VN VCA,2030,6,Relative emission reduction,2030,CDPCitiesTargets:2021:VN VCA:2030:2030,0,percent,CDPCitiesTargets:2021
