actor_id,emissions_id,year,total_emissions,datasource_id
TR KAD,CDPCitiesTargets:2021:TR KAD:2016,2016,1509302,CDPCitiesTargets:2021
TR NIL,CDPCitiesTargets:2021:TR NIL:2013,2013,2084,CDPCitiesTargets:2021
TW CYI,CDPCitiesTargets:2021:TW CYI:2005,2005,1269616,CDPCitiesTargets:2021
TW KHH,CDPCitiesTargets:2021:TW KHH:2005,2005,67372856,CDPCitiesTargets:2021
TW NTC,CDPCitiesTargets:2021:TW NTC:2005,2005,19835303,CDPCitiesTargets:2021
TW PIF,CDPCitiesTargets:2021:TW PIF:2013,2013,4632700,CDPCitiesTargets:2021
TW TNN,CDPCitiesTargets:2021:TW TNN:2005,2005,19510422,CDPCitiesTargets:2021
TW TPE,CDPCitiesTargets:2021:TW TPE:2005,2005,13073632,CDPCitiesTargets:2021
TW TXG,CDPCitiesTargets:2021:TW TXG:2005,2005,18581188,CDPCitiesTargets:2021
TW TYN,CDPCitiesTargets:2021:TW TYN:2005,2005,30840051,CDPCitiesTargets:2021
TZ DAR,CDPCitiesTargets:2021:TZ DAR:1994,1994,103000000,CDPCitiesTargets:2021
TZ DAR,CDPCitiesTargets:2021:TZ DAR:2000,2000,2267961,CDPCitiesTargets:2021
TZ DAR,CDPCitiesTargets:2021:TZ DAR:2000,2000,27215542,CDPCitiesTargets:2021
TZ DAR,CDPCitiesTargets:2021:TZ DAR:2000,2000,34019427,CDPCitiesTargets:2021
TZ DAR,CDPCitiesTargets:2021:TZ DAR:2000,2000,190508795,CDPCitiesTargets:2021
UG KLA,CDPCitiesTargets:2021:UG KLA:2014,2014,657900,CDPCitiesTargets:2021
UG KLA,CDPCitiesTargets:2021:UG KLA:2014,2014,1460435,CDPCitiesTargets:2021
UG KLA,CDPCitiesTargets:2021:UG KLA:2014,2014,1594795,CDPCitiesTargets:2021
VN VCA,CDPCitiesTargets:2021:VN VCA:2017,2017,3779328,CDPCitiesTargets:2021
ZA CPT,CDPCitiesTargets:2021:ZA CPT:2016,2016,21252347,CDPCitiesTargets:2021
ZA JNB,CDPCitiesTargets:2021:ZA JNB:2016,2016,20913958,CDPCitiesTargets:2021
