item,iso31662,population,populationYear
http://www.wikidata.org/entity/Q207319,TJ-GB,226900,2019
http://www.wikidata.org/entity/Q207319,TJ-GB,227200,2022
http://www.wikidata.org/entity/Q232564,CO-CUN,3242999,2020
http://www.wikidata.org/entity/Q228811,AZ-LAN,52952,2020
http://www.wikidata.org/entity/Q207068,TH-20,1509125,2017
http://www.wikidata.org/entity/Q207068,TH-20,1535445,2018
http://www.wikidata.org/entity/Q207068,TH-20,1558301,2019
http://www.wikidata.org/entity/Q207068,TH-20,1566885,2020
http://www.wikidata.org/entity/Q235574,TH-90,1424230,2017
http://www.wikidata.org/entity/Q231900,AL-04,289889,2020
http://www.wikidata.org/entity/Q232953,CO-PUT,358896,2018
http://www.wikidata.org/entity/Q232953,CO-PUT,359127,2020
http://www.wikidata.org/entity/Q216945,LB-JL,1520016,2017
http://www.wikidata.org/entity/Q230602,CO-CAU,1491937,2020
http://www.wikidata.org/entity/Q234920,CO-HUI,1122622,2020
http://www.wikidata.org/entity/Q235574,TH-90,1428609,2020
http://www.wikidata.org/entity/Q235574,TH-90,1432628,2018
http://www.wikidata.org/entity/Q235574,TH-90,1435968,2019
http://www.wikidata.org/entity/Q233058,CO-NSA,1620318,2020
http://www.wikidata.org/entity/Q187821,HU-TB,65145,2021
http://www.wikidata.org/entity/Q189912,GB-ABD,261800,2017
http://www.wikidata.org/entity/Q189942,IL-Z,1425700,2017
http://www.wikidata.org/entity/Q189942,IL-Z,1448100,2018
http://www.wikidata.org/entity/Q189912,GB-ABD,261210,2019
http://www.wikidata.org/entity/Q189912,GB-ABD,261470,2018
http://www.wikidata.org/entity/Q189769,HU-ST,32304,2021
http://www.wikidata.org/entity/Q180484,GR-D,334337,2018
http://www.wikidata.org/entity/Q183028,AF-URU,436079,2021
http://www.wikidata.org/entity/Q181220,AF-DAY,516504,2021
http://www.wikidata.org/entity/Q180330,AF-FRA,563026,2021
http://www.wikidata.org/entity/Q183640,SK-BC,625601,2021
http://www.wikidata.org/entity/Q183640,SK-BC,649788,2017
http://www.wikidata.org/entity/Q184548,SK-NI,678692,2017
http://www.wikidata.org/entity/Q175945,GB-NLN,172005,2018
http://www.wikidata.org/entity/Q184548,SK-NI,677900,2021
http://www.wikidata.org/entity/Q179351,GB-WSM,255324,2018
http://www.wikidata.org/entity/Q188096,MY-07,1740400,2020
http://www.wikidata.org/entity/Q13377986,SI-099,4139,2020
http://www.wikidata.org/entity/Q13377986,SI-099,4169,2019
http://www.wikidata.org/entity/Q13377986,SI-099,4202,2018
http://www.wikidata.org/entity/Q13377986,SI-099,4211,2018
http://www.wikidata.org/entity/Q21891722,GB-STE,255833,2018
http://www.wikidata.org/entity/Q18578267,FR-BFC,2807807,2018
http://www.wikidata.org/entity/Q18578267,FR-BFC,2811423,2017
http://www.wikidata.org/entity/Q56404886,NO-34,371054,2019
http://www.wikidata.org/entity/Q21012735,GB-NET,300196,2018
http://www.wikidata.org/entity/Q13378328,SI-142,16402,2020
http://www.wikidata.org/entity/Q13378328,SI-142,16439,2020
http://www.wikidata.org/entity/Q13378328,SI-142,16453,2019
http://www.wikidata.org/entity/Q13378328,SI-142,16476,2018
http://www.wikidata.org/entity/Q13378328,SI-142,16504,2018
http://www.wikidata.org/entity/Q13378328,SI-142,16566,2017
http://www.wikidata.org/entity/Q13378328,SI-142,16575,2017
http://www.wikidata.org/entity/Q56407177,NO-46,633117,2019
http://www.wikidata.org/entity/Q21272276,GB-CAM,651482,2018
http://www.wikidata.org/entity/Q21665571,GB-LIV,494814,2018
http://www.wikidata.org/entity/Q97233440,LV-052,30077,2021
http://www.wikidata.org/entity/Q18578267,FR-BFC,2805580,2019
http://www.wikidata.org/entity/Q97231583,LV-050,27736,2021
http://www.wikidata.org/entity/Q18677767,FR-HDF,6003815,2017
http://www.wikidata.org/entity/Q18677767,FR-HDF,6004108,2018
http://www.wikidata.org/entity/Q18677767,FR-HDF,6004947,2019
http://www.wikidata.org/entity/Q21694646,GB-ESX,554590,2018
http://www.wikidata.org/entity/Q15262186,GB-NMD,180012,2018
http://www.wikidata.org/entity/Q21693433,GB-BST,463405,2018
http://www.wikidata.org/entity/Q188781,IL-D,1272100,2017
http://www.wikidata.org/entity/Q191813,EE-65,25290,2018
http://www.wikidata.org/entity/Q191120,LV-JKB,21629,2021
http://www.wikidata.org/entity/Q191120,LV-JKB,21928,2020
http://www.wikidata.org/entity/Q191120,LV-JKB,22076,2019
http://www.wikidata.org/entity/Q191120,LV-JKB,22412,2017
http://www.wikidata.org/entity/Q191792,MN-071,106810,2019
http://www.wikidata.org/entity/Q191813,EE-65,24473,2021
http://www.wikidata.org/entity/Q191813,EE-65,24647,2020
http://www.wikidata.org/entity/Q191813,EE-65,25006,2019
http://www.wikidata.org/entity/Q191813,EE-65,27963,2017
http://www.wikidata.org/entity/Q188283,LU-ES,172687,2017
http://www.wikidata.org/entity/Q188283,LU-ES,186486,2022
http://www.wikidata.org/entity/Q191792,MN-071,101388,2017
http://www.wikidata.org/entity/Q191792,MN-071,103847,2018
http://www.wikidata.org/entity/Q2251931,LV-086,7152,2020
http://www.wikidata.org/entity/Q2251931,LV-086,7228,2019
http://www.wikidata.org/entity/Q2251931,LV-086,7282,2021
http://www.wikidata.org/entity/Q2251931,LV-086,7574,2017
http://www.wikidata.org/entity/Q2277478,LV-049,5453,2020
http://www.wikidata.org/entity/Q2277478,LV-049,5461,2021
http://www.wikidata.org/entity/Q2277478,LV-049,5496,2019
http://www.wikidata.org/entity/Q2277478,LV-049,5747,2017
http://www.wikidata.org/entity/Q2045300,LV-001,3042,2021
http://www.wikidata.org/entity/Q2045300,LV-001,3099,2020
http://www.wikidata.org/entity/Q2045300,LV-001,3191,2019
http://www.wikidata.org/entity/Q2045300,LV-001,3436,2017
http://www.wikidata.org/entity/Q2171669,LV-031,8121,2017
http://www.wikidata.org/entity/Q2171669,LV-031,8557,2019
http://www.wikidata.org/entity/Q2171669,LV-031,8923,2020
http://www.wikidata.org/entity/Q2171669,LV-031,9425,2021
http://www.wikidata.org/entity/Q1925858,GB-SOL,214909,2018
http://www.wikidata.org/entity/Q2299447,LV-090,2128,2019
http://www.wikidata.org/entity/Q2299447,LV-090,2151,2021
http://www.wikidata.org/entity/Q2299447,LV-090,2156,2020
http://www.wikidata.org/entity/Q2299447,LV-090,2185,2017
http://www.wikidata.org/entity/Q2299214,LV-095,10293,2017
http://www.wikidata.org/entity/Q2299214,LV-095,10845,2019
http://www.wikidata.org/entity/Q2299415,LV-084,4817,2021
http://www.wikidata.org/entity/Q2299415,LV-084,4824,2020
http://www.wikidata.org/entity/Q2299415,LV-084,4917,2019
http://www.wikidata.org/entity/Q2299415,LV-084,5056,2017
http://www.wikidata.org/entity/Q2299214,LV-095,11458,2020
http://www.wikidata.org/entity/Q2299214,LV-095,12201,2021
http://www.wikidata.org/entity/Q3296677,ME-17,23179,2017
http://www.wikidata.org/entity/Q2304902,LV-061,3350,2019
http://www.wikidata.org/entity/Q2304902,LV-061,3324,2021
http://www.wikidata.org/entity/Q2304902,LV-061,3331,2020
http://www.wikidata.org/entity/Q2304902,LV-061,3411,2017
http://www.wikidata.org/entity/Q2304893,LV-074,4955,2021
http://www.wikidata.org/entity/Q2304893,LV-074,4997,2020
http://www.wikidata.org/entity/Q2304893,LV-074,5067,2019
http://www.wikidata.org/entity/Q2304893,LV-074,5336,2017
http://www.wikidata.org/entity/Q1945263,LV-101,7596,2021
http://www.wikidata.org/entity/Q1945263,LV-101,7603,2020
http://www.wikidata.org/entity/Q1945263,LV-101,7692,2019
http://www.wikidata.org/entity/Q1945263,LV-101,8049,2017
http://www.wikidata.org/entity/Q2069330,LT-09,4836,2020
http://www.wikidata.org/entity/Q2069320,LT-13,29526,2020
http://www.wikidata.org/entity/Q2451375,LV-068,19487,2017
http://www.wikidata.org/entity/Q2451375,LV-068,19499,2019
http://www.wikidata.org/entity/Q2451375,LV-068,19667,2020
http://www.wikidata.org/entity/Q2451375,LV-068,19705,2021
http://www.wikidata.org/entity/Q2634400,PE-CAL,994494,2017
http://www.wikidata.org/entity/Q2089791,LT-23,16356,2020
http://www.wikidata.org/entity/Q2634400,PE-CAL,1129854,2020
http://www.wikidata.org/entity/Q658076,SI-075,4838,2017
http://www.wikidata.org/entity/Q658076,SI-075,4848,2017
http://www.wikidata.org/entity/Q658076,SI-075,4858,2018
http://www.wikidata.org/entity/Q658076,SI-075,4976,2019
http://www.wikidata.org/entity/Q658076,SI-075,4976,2020
http://www.wikidata.org/entity/Q2834810,GB-BRD,537173,2018
http://www.wikidata.org/entity/Q2299436,LV-105,7665,2020
http://www.wikidata.org/entity/Q2299436,LV-105,7795,2021
http://www.wikidata.org/entity/Q2299436,LV-105,7807,2019
http://www.wikidata.org/entity/Q2299436,LV-105,7999,2017
http://www.wikidata.org/entity/Q2306846,LV-039,1982,2020
http://www.wikidata.org/entity/Q2306846,LV-039,1992,2021
http://www.wikidata.org/entity/Q2306846,LV-039,2019,2019
http://www.wikidata.org/entity/Q2306846,LV-039,2139,2017
http://www.wikidata.org/entity/Q2071681,CZ-108,104921,2021
http://www.wikidata.org/entity/Q2071681,CZ-108,106188,2020
http://www.wikidata.org/entity/Q1959984,LV-094,12290,2017
http://www.wikidata.org/entity/Q1959984,LV-094,11945,2021
http://www.wikidata.org/entity/Q1959984,LV-094,11985,2020
http://www.wikidata.org/entity/Q1959984,LV-094,12015,2019
http://www.wikidata.org/entity/Q2192924,NZ-BOP,308499,2018
http://www.wikidata.org/entity/Q1962356,LV-028,2620,2021
http://www.wikidata.org/entity/Q1962356,LV-028,2601,2020
http://www.wikidata.org/entity/Q1962356,LV-028,2626,2019
http://www.wikidata.org/entity/Q1962356,LV-028,2729,2017
http://www.wikidata.org/entity/Q2453125,LV-020,9310,2021
http://www.wikidata.org/entity/Q2453125,LV-020,8334,2017
http://www.wikidata.org/entity/Q2453125,LV-020,8738,2019
http://www.wikidata.org/entity/Q2453125,LV-020,8934,2020
http://www.wikidata.org/entity/Q2346638,SI-117,8600,2018
http://www.wikidata.org/entity/Q2346638,SI-117,8557,2017
http://www.wikidata.org/entity/Q2346638,SI-117,8592,2018
http://www.wikidata.org/entity/Q2346638,SI-117,8605,2017
http://www.wikidata.org/entity/Q2346638,SI-117,8756,2019
http://www.wikidata.org/entity/Q2346638,SI-117,8797,2020
http://www.wikidata.org/entity/Q2346638,SI-117,8814,2020
http://www.wikidata.org/entity/Q2106159,LV-078,4466,2021
http://www.wikidata.org/entity/Q2106159,LV-078,4513,2020
http://www.wikidata.org/entity/Q2106159,LV-078,4625,2019
http://www.wikidata.org/entity/Q2106159,LV-078,4911,2017
http://www.wikidata.org/entity/Q1964569,KE-32,885711,2019
http://www.wikidata.org/entity/Q2729021,NO-42,305244,2019
http://www.wikidata.org/entity/Q2743565,CZ-113,63742,2020
http://www.wikidata.org/entity/Q2025473,LV-036,6374,2021
http://www.wikidata.org/entity/Q2025473,LV-036,6412,2020
http://www.wikidata.org/entity/Q2025473,LV-036,6615,2019
http://www.wikidata.org/entity/Q2025473,LV-036,7022,2017
http://www.wikidata.org/entity/Q2277489,LV-056,11200,2017
http://www.wikidata.org/entity/Q2277489,LV-056,10636,2021
http://www.wikidata.org/entity/Q730706,GB-SWK,317256,2018
http://www.wikidata.org/entity/Q784736,CZ-321,53769,2021
http://www.wikidata.org/entity/Q784736,CZ-321,54391,2022
http://www.wikidata.org/entity/Q784736,CZ-321,55268,2021
http://www.wikidata.org/entity/Q784736,CZ-321,61405,2017
http://www.wikidata.org/entity/Q784736,CZ-321,61571,2018
http://www.wikidata.org/entity/Q784736,CZ-321,61902,2019
http://www.wikidata.org/entity/Q784736,CZ-321,62062,2020
http://www.wikidata.org/entity/Q688287,SI-046,4045,2020
http://www.wikidata.org/entity/Q688287,SI-046,4052,2020
http://www.wikidata.org/entity/Q688287,SI-046,4078,2019
http://www.wikidata.org/entity/Q688287,SI-046,4097,2018
http://www.wikidata.org/entity/Q688287,SI-046,4104,2018
http://www.wikidata.org/entity/Q688287,SI-046,4105,2017
http://www.wikidata.org/entity/Q688287,SI-046,4117,2017
http://www.wikidata.org/entity/Q815330,KZ-YUZ,1929000,2018
http://www.wikidata.org/entity/Q817971,GB-CWY,117181,2018
http://www.wikidata.org/entity/Q838320,CZ-805,176600,2017
http://www.wikidata.org/entity/Q837635,CZ-203,163108,2017
http://www.wikidata.org/entity/Q837635,CZ-203,164051,2018
http://www.wikidata.org/entity/Q837635,CZ-203,164493,2022
http://www.wikidata.org/entity/Q837635,CZ-203,165271,2019
http://www.wikidata.org/entity/Q837635,CZ-203,166483,2020
http://www.wikidata.org/entity/Q837635,CZ-203,166771,2021
http://www.wikidata.org/entity/Q837635,CZ-203,166845,2021
http://www.wikidata.org/entity/Q838320,CZ-805,171502,2021
http://www.wikidata.org/entity/Q838320,CZ-805,173753,2022
http://www.wikidata.org/entity/Q838320,CZ-805,175777,2021
http://www.wikidata.org/entity/Q838320,CZ-805,176236,2020
http://www.wikidata.org/entity/Q838320,CZ-805,176254,2019
http://www.wikidata.org/entity/Q838320,CZ-805,176385,2018
http://www.wikidata.org/entity/Q845600,LU-VD,5288,2019
http://www.wikidata.org/entity/Q845600,LU-VD,5482,2021
http://www.wikidata.org/entity/Q729833,IS-FJL,2007,2019
http://www.wikidata.org/entity/Q729833,IS-FJL,2015,2018
http://www.wikidata.org/entity/Q729833,IS-FJL,2033,2017
http://www.wikidata.org/entity/Q2277489,LV-056,10698,2020
http://www.wikidata.org/entity/Q2277489,LV-056,10832,2019
http://www.wikidata.org/entity/Q1764,IS-0,124800,2017
http://www.wikidata.org/entity/Q2009,CA-YT,38669,2017
http://www.wikidata.org/entity/Q2009,CA-YT,40232,2021
http://www.wikidata.org/entity/Q1764,IS-0,126041,2018
http://www.wikidata.org/entity/Q1764,IS-0,128793,2019
http://www.wikidata.org/entity/Q1914,RU-KR,609071,2021
http://www.wikidata.org/entity/Q1914,RU-KR,618056,2019
http://www.wikidata.org/entity/Q1914,RU-KR,622484,2018
http://www.wikidata.org/entity/Q1948,CA-MB,1343371,2017
http://www.wikidata.org/entity/Q1537,US-WI,5893718,2020
http://www.wikidata.org/entity/Q2191,RU-LEN,1813816,2018
http://www.wikidata.org/entity/Q2191,RU-LEN,1875872,2020
http://www.wikidata.org/entity/Q2191,RU-LEN,1892711,2021
http://www.wikidata.org/entity/Q2131,CL-RM,7112808,2017
http://www.wikidata.org/entity/Q1649,US-OK,3940521,2018
http://www.wikidata.org/entity/Q1649,US-OK,3959353,2020
http://www.wikidata.org/entity/Q506598,TH-35,534500,2020
http://www.wikidata.org/entity/Q512623,AZ-ORD,50000,2019
http://www.wikidata.org/entity/Q512623,AZ-ORD,50200,2020
http://www.wikidata.org/entity/Q517734,CZ-525,113530,2021
http://www.wikidata.org/entity/Q517734,CZ-525,118240,2019
http://www.wikidata.org/entity/Q382125,TH-47,1149472,2017
http://www.wikidata.org/entity/Q517734,CZ-525,115073,2022
http://www.wikidata.org/entity/Q517734,CZ-525,117414,2021
http://www.wikidata.org/entity/Q517734,CZ-525,117978,2020
http://www.wikidata.org/entity/Q517734,CZ-525,118538,2018
http://www.wikidata.org/entity/Q517734,CZ-525,118752,2017
http://www.wikidata.org/entity/Q506598,TH-35,537299,2019
http://www.wikidata.org/entity/Q506598,TH-35,538729,2018
http://www.wikidata.org/entity/Q506598,TH-35,539542,2017
http://www.wikidata.org/entity/Q432596,LV-102,2990,2020
http://www.wikidata.org/entity/Q432596,LV-102,2945,2021
http://www.wikidata.org/entity/Q432596,LV-102,3056,2019
http://www.wikidata.org/entity/Q432596,LV-102,3216,2017
http://www.wikidata.org/entity/Q570397,SI-029,8401,2018
http://www.wikidata.org/entity/Q570397,SI-029,8401,2019
http://www.wikidata.org/entity/Q570397,SI-029,8403,2018
http://www.wikidata.org/entity/Q570397,SI-029,8417,2020
http://www.wikidata.org/entity/Q570397,SI-029,8427,2017
http://www.wikidata.org/entity/Q570397,SI-029,8439,2020
http://www.wikidata.org/entity/Q570397,SI-029,8447,2017
http://www.wikidata.org/entity/Q468554,TH-44,953660,2020
http://www.wikidata.org/entity/Q482825,TR-56,331670,2018
http://www.wikidata.org/entity/Q483063,TR-69,82274,2018
http://www.wikidata.org/entity/Q468554,TH-44,962665,2019
http://www.wikidata.org/entity/Q468554,TH-44,963047,2018
http://www.wikidata.org/entity/Q468554,TH-44,963072,2017
http://www.wikidata.org/entity/Q388081,AZ-SAH,25300,2020
http://www.wikidata.org/entity/Q483053,TR-26,871187,2018
http://www.wikidata.org/entity/Q647572,SI-003,7983,2020
http://www.wikidata.org/entity/Q570682,CZ-646,91578,2021
http://www.wikidata.org/entity/Q570682,CZ-646,92317,2022
http://www.wikidata.org/entity/Q579648,CZ-635,114648,2021
http://www.wikidata.org/entity/Q579648,CZ-635,117164,2022
http://www.wikidata.org/entity/Q210896,PE-MDD,141070,2017
http://www.wikidata.org/entity/Q216802,GB-FAL,160130,2017
http://www.wikidata.org/entity/Q216802,GB-FAL,160340,2018
http://www.wikidata.org/entity/Q216802,GB-FAL,160890,2019
http://www.wikidata.org/entity/Q213361,GB-PEM,125055,2018
http://www.wikidata.org/entity/Q213361,GB-PEM,125818,2019
http://www.wikidata.org/entity/Q210563,GB-WND,326474,2018
http://www.wikidata.org/entity/Q211795,PE-LIM,9485405,2017
http://www.wikidata.org/entity/Q225189,PT-12,22359,2018
http://www.wikidata.org/entity/Q211795,PE-LIM,10628470,2020
http://www.wikidata.org/entity/Q230584,CO-CHO,544767,2021
http://www.wikidata.org/entity/Q236781,TH-94,709796,2017
http://www.wikidata.org/entity/Q236781,TH-94,718077,2018
http://www.wikidata.org/entity/Q236781,TH-94,725104,2019
http://www.wikidata.org/entity/Q236781,TH-94,726015,2020
http://www.wikidata.org/entity/Q249995,TW-CYI,251938,2020
http://www.wikidata.org/entity/Q249995,TW-CYI,268622,2018
http://www.wikidata.org/entity/Q249994,TW-HSZ,445635,2018
http://www.wikidata.org/entity/Q249994,TW-HSZ,499348,2020
http://www.wikidata.org/entity/Q234916,CO-CES,1295387,2020
http://www.wikidata.org/entity/Q261165,EC-B,205094,2017
http://www.wikidata.org/entity/Q261165,EC-B,206771,2018
http://www.wikidata.org/entity/Q261165,EC-B,208384,2019
http://www.wikidata.org/entity/Q261165,EC-B,209933,2020
http://www.wikidata.org/entity/Q268043,TR-32,441412,2018
http://www.wikidata.org/entity/Q99,US-CA,39538223,2020
http://www.wikidata.org/entity/Q656,RU-SPE,5281579,2017
http://www.wikidata.org/entity/Q656,RU-SPE,5384342,2021
http://www.wikidata.org/entity/Q656,RU-SPE,5398064,2020
http://www.wikidata.org/entity/Q998557,SI-022,6310,2020
http://www.wikidata.org/entity/Q998557,SI-022,5961,2017
http://www.wikidata.org/entity/Q998557,SI-022,5982,2017
http://www.wikidata.org/entity/Q998557,SI-022,6008,2018
http://www.wikidata.org/entity/Q998557,SI-022,6131,2018
http://www.wikidata.org/entity/Q998557,SI-022,6295,2019
http://www.wikidata.org/entity/Q998557,SI-022,6315,2020
http://www.wikidata.org/entity/Q999559,SI-185,1350,2019
http://www.wikidata.org/entity/Q999559,SI-185,1363,2018
http://www.wikidata.org/entity/Q999559,SI-185,1365,2018
http://www.wikidata.org/entity/Q999559,SI-185,1366,2020
http://www.wikidata.org/entity/Q999559,SI-185,1368,2020
http://www.wikidata.org/entity/Q999559,SI-185,1371,2017
http://www.wikidata.org/entity/Q999559,SI-185,1376,2017
http://www.wikidata.org/entity/Q999563,SI-166,3542,2020
http://www.wikidata.org/entity/Q999563,SI-166,3545,2019
http://www.wikidata.org/entity/Q999563,SI-166,3613,2017
http://www.wikidata.org/entity/Q921092,SI-097,5892,2019
http://www.wikidata.org/entity/Q921092,SI-097,5948,2017
http://www.wikidata.org/entity/Q925149,SI-182,1180,2020
http://www.wikidata.org/entity/Q925149,SI-182,1143,2017
http://www.wikidata.org/entity/Q925149,SI-182,1144,2017
http://www.wikidata.org/entity/Q925149,SI-182,1157,2018
http://www.wikidata.org/entity/Q925149,SI-182,1175,2018
http://www.wikidata.org/entity/Q925149,SI-182,1184,2020
http://www.wikidata.org/entity/Q925149,SI-182,1187,2019
http://www.wikidata.org/entity/Q212768,IS-2,27829,2020
http://www.wikidata.org/entity/Q13665,PH-06,7954723,2020
http://www.wikidata.org/entity/Q5462,RU-SVE,4325256,2018
http://www.wikidata.org/entity/Q5703,FI-13,163570,2021
http://www.wikidata.org/entity/Q9361,KG-GB,965900,2017
http://www.wikidata.org/entity/Q6605,RU-SA,964330,2018
http://www.wikidata.org/entity/Q5706,FI-15,248226,2021
http://www.wikidata.org/entity/Q12572,FR-43,227570,2019
http://www.wikidata.org/entity/Q11917,CH-GE,499480,2018
http://www.wikidata.org/entity/Q12755,CH-JU,73419,2018
http://www.wikidata.org/entity/Q12545,FR-34,1159220,2018
http://www.wikidata.org/entity/Q11925,CH-GR,198379,2018
http://www.wikidata.org/entity/Q12572,FR-43,227283,2017
http://www.wikidata.org/entity/Q12572,FR-43,227552,2018
http://www.wikidata.org/entity/Q12724,CH-TI,353343,2018
http://www.wikidata.org/entity/Q12765,FR-79,374351,2017
http://www.wikidata.org/entity/Q12765,FR-79,374799,2018
http://www.wikidata.org/entity/Q12765,FR-79,374878,2019
http://www.wikidata.org/entity/Q13675,PH-08,4547150,2020
http://www.wikidata.org/entity/Q12589,FR-50,495045,2019
http://www.wikidata.org/entity/Q12589,FR-50,495983,2018
http://www.wikidata.org/entity/Q12589,FR-50,496883,2017
http://www.wikidata.org/entity/Q6605,RU-SA,970105,2020
http://www.wikidata.org/entity/Q6605,RU-SA,981971,2021
http://www.wikidata.org/entity/Q12694,FR-63,653742,2017
http://www.wikidata.org/entity/Q12694,FR-63,659048,2018
http://www.wikidata.org/entity/Q12694,FR-63,662152,2019
http://www.wikidata.org/entity/Q9361,KG-GB,1074075,2021
http://www.wikidata.org/entity/Q12771,CH-VD,799145,2018
http://www.wikidata.org/entity/Q13694,PH-11,5243536,2020
http://www.wikidata.org/entity/Q12545,FR-34,1144892,2017
http://www.wikidata.org/entity/Q12545,FR-34,1175623,2019
http://www.wikidata.org/entity/Q12761,FR-93,1623111,2017
http://www.wikidata.org/entity/Q12761,FR-93,1632677,2018
http://www.wikidata.org/entity/Q12761,FR-93,1644903,2019
http://www.wikidata.org/entity/Q633490,TJ-RA,2270000,2022
http://www.wikidata.org/entity/Q633511,TJ-KT,3444000,2022
http://www.wikidata.org/entity/Q643919,GB-TOF,93049,2018
http://www.wikidata.org/entity/Q647572,SI-003,7835,2018
http://www.wikidata.org/entity/Q647572,SI-003,7846,2019
http://www.wikidata.org/entity/Q647572,SI-003,7868,2020
http://www.wikidata.org/entity/Q647572,SI-003,7873,2018
http://www.wikidata.org/entity/Q647572,SI-003,7907,2019
http://www.wikidata.org/entity/Q647572,SI-003,7914,2017
http://www.wikidata.org/entity/Q647572,SI-003,7981,2017
http://www.wikidata.org/entity/Q1541228,GB-STY,150265,2018
http://www.wikidata.org/entity/Q54183,PL-26,1241546,2018
http://www.wikidata.org/entity/Q1688771,SI-163,625,2017
http://www.wikidata.org/entity/Q1688771,SI-163,625,2020
http://www.wikidata.org/entity/Q1688771,SI-163,627,2017
http://www.wikidata.org/entity/Q1688771,SI-163,627,2018
http://www.wikidata.org/entity/Q1688771,SI-163,629,2018
http://www.wikidata.org/entity/Q1688771,SI-163,635,2019
http://www.wikidata.org/entity/Q1688771,SI-163,645,2020
http://www.wikidata.org/entity/Q1942469,LV-071,2524,2020
http://www.wikidata.org/entity/Q1942469,LV-071,2532,2019
http://www.wikidata.org/entity/Q1942469,LV-071,2543,2021
http://www.wikidata.org/entity/Q1942469,LV-071,2616,2017
http://www.wikidata.org/entity/Q1949656,DO-14,205032,2020
http://www.wikidata.org/entity/Q1587704,SI-109,3766,2018
http://www.wikidata.org/entity/Q1587704,SI-109,3767,2018
http://www.wikidata.org/entity/Q1587704,SI-109,3786,2017
http://www.wikidata.org/entity/Q1587704,SI-109,3798,2017
http://www.wikidata.org/entity/Q1587704,SI-109,3838,2019
http://www.wikidata.org/entity/Q1587704,SI-109,3864,2020
http://www.wikidata.org/entity/Q1587704,SI-109,3885,2020
http://www.wikidata.org/entity/Q1252438,SI-153,2080,2019
http://www.wikidata.org/entity/Q1252438,SI-153,2048,2018
http://www.wikidata.org/entity/Q1368496,GB-WNM,150906,2018
http://www.wikidata.org/entity/Q1617704,GB-DUD,320626,2018
http://www.wikidata.org/entity/Q1743730,KE-16,1266860,2019
http://www.wikidata.org/entity/Q1385816,IS-EOM,120,2017
http://www.wikidata.org/entity/Q1385816,IS-EOM,117,2019
http://www.wikidata.org/entity/Q1385816,IS-EOM,129,2018
http://www.wikidata.org/entity/Q1387044,LT-19,25382,2020
http://www.wikidata.org/entity/Q1494292,KE-07,841353,2019
http://www.wikidata.org/entity/Q1878732,GB-ROT,264671,2018
http://www.wikidata.org/entity/Q1278608,GB-OLD,235623,2018
http://www.wikidata.org/entity/Q1278608,GB-OLD,237628,2020
http://www.wikidata.org/entity/Q1280897,GB-SND,277417,2018
http://www.wikidata.org/entity/Q1009413,SI-177,1116,2020
http://www.wikidata.org/entity/Q1009413,SI-177,1125,2019
http://www.wikidata.org/entity/Q1009413,SI-177,1127,2020
http://www.wikidata.org/entity/Q1009413,SI-177,1138,2018
http://www.wikidata.org/entity/Q1009413,SI-177,1148,2018
http://www.wikidata.org/entity/Q1009413,SI-177,1179,2017
http://www.wikidata.org/entity/Q1009413,SI-177,1182,2017
http://www.wikidata.org/entity/Q1252438,SI-153,2170,2020
http://www.wikidata.org/entity/Q1252438,SI-153,2037,2018
http://www.wikidata.org/entity/Q1252438,SI-153,2069,2017
http://www.wikidata.org/entity/Q1252438,SI-153,2074,2017
http://www.wikidata.org/entity/Q1252438,SI-153,2083,2020
http://www.wikidata.org/entity/Q1023736,LV-055,3258,2021
http://www.wikidata.org/entity/Q1023736,LV-055,3264,2019
http://www.wikidata.org/entity/Q1023736,LV-055,3266,2020
http://www.wikidata.org/entity/Q1023736,LV-055,3314,2017
http://www.wikidata.org/entity/Q1027078,SI-199,3080,2019
http://www.wikidata.org/entity/Q1027078,SI-199,3015,2017
http://www.wikidata.org/entity/Q1027078,SI-199,3033,2018
http://www.wikidata.org/entity/Q1027078,SI-199,3045,2017
http://www.wikidata.org/entity/Q1027078,SI-199,3082,2018
http://www.wikidata.org/entity/Q1027078,SI-199,3089,2020
http://www.wikidata.org/entity/Q1027078,SI-199,3138,2020
http://www.wikidata.org/entity/Q1140130,GB-BFS,341877,2018
http://www.wikidata.org/entity/Q189974,EE-49,30840,2017
http://www.wikidata.org/entity/Q189963,EE-44,136240,2019
http://www.wikidata.org/entity/Q189963,EE-44,143880,2017
http://www.wikidata.org/entity/Q1518841,LV-077,24127,2020
http://www.wikidata.org/entity/Q1518841,LV-077,24244,2021
http://www.wikidata.org/entity/Q1518841,LV-077,24687,2019
http://www.wikidata.org/entity/Q1518841,LV-077,25937,2017
http://www.wikidata.org/entity/Q189974,EE-49,28082,2021
http://www.wikidata.org/entity/Q189974,EE-49,28442,2020
http://www.wikidata.org/entity/Q189974,EE-49,28734,2019
http://www.wikidata.org/entity/Q189974,EE-49,29119,2018
http://www.wikidata.org/entity/Q189963,EE-44,131913,2021
http://www.wikidata.org/entity/Q189963,EE-44,134259,2020
http://www.wikidata.org/entity/Q189963,EE-44,138266,2018
http://www.wikidata.org/entity/Q192362,EE-82,28370,2019
http://www.wikidata.org/entity/Q192362,EE-82,27962,2021
http://www.wikidata.org/entity/Q192362,EE-82,28204,2020
http://www.wikidata.org/entity/Q192362,EE-82,28669,2018
http://www.wikidata.org/entity/Q192362,EE-82,30084,2017
